1.147717240314314324e+00 7.356045094450072153e-01 6.186979369284075769e-01
1.283827353405968763e+00 7.831026867816516246e-01 -2.092435985810563448e-01
1.773138229311165048e+00 4.480297154801095583e-01 2.898438103844006020e-01
9.456470196355767355e-01 6.748326724314127611e-01 9.802953046727062025e-01
1.067126068894896695e+00 1.332534821253680279e+00 -4.029430146644803479e-01
2.192809952232576354e+00 6.616269432678539841e-01 1.629250735641350478e-01
1.374455442310297038e+00 3.822595585384808148e-01 2.486985281862368058e-01
8.868221977538199852e-01 5.820675179573311375e-01 2.413844221133124024e-01
1.363822815909513597e+00 4.247251399630683766e-01 7.674388791567633428e-01
8.176171490388974838e-01 3.597952229873623842e-01 7.334706024518495848e-01
1.646516889938619999e+00 6.849305495503761332e-01 -1.453326726470737795e-01
1.297242905228461529e+00 5.741420089991199349e-01 7.696474102427665054e-01
1.285979512076700138e+00 5.734365560040817211e-01 2.318584257860633602e-01
1.009027707955207021e+00 8.754101461295693554e-02 7.958894939251547340e-01
1.115027313220888994e+00 1.234412404673378649e+00 9.596408230952456764e-01
1.019910013814209204e+00 4.259582198838041123e-02 5.184130251140122159e-01
1.008815422156141395e+00 3.800656138942086759e-01 2.676062973204161866e-01
1.065210544272138238e+00 4.105799743700049298e-01 6.933441826404433961e-01
1.742764379755430193e+00 1.010051187898496572e+00 1.312360081436476866e+00
1.362746404090037222e+00 7.986926934405331746e-01 1.184010402827829989e+00
2.933725046551004301e+00 7.103575821723113748e-01 9.689873080023328478e-02
2.529238423853638285e+00 1.392407319668981902e+00 2.964814342472056954e-02
3.232708690622078329e+00 2.124544091034604953e+00 -3.844463861899426460e-01
2.377871391028150150e+00 1.070126631062420897e+00 2.376910743118381200e-02
2.196564890705301920e+00 7.400498564643287480e-01 -5.967015738835229621e-02
2.051887410965903769e+00 1.457530978421868628e+00 1.165754280178247226e+00
2.965527596354648132e+00 2.358326518411155703e+00 1.042757078480690824e-01
2.004395188179287413e+00 4.589190134306596613e-01 4.291727165648419606e-01
2.590645525976099872e+00 2.002847042385212717e+00 5.899630769797361562e-01
1.941525020030947735e+00 2.043211433274618294e+00 1.488666021834109676e-01
2.947335063227670471e+00 1.444626305328033711e+00 3.314322632843468286e-01
3.032682887303678410e+00 1.783857462312968156e+00 2.704401313091530645e-01
2.713373000059861706e+00 1.802092387882266111e+00 -3.754206948188054116e-01
2.807839380000843210e+00 1.512994406399025049e+00 -4.827979662868992494e-01
2.699353642163386358e+00 1.179487705390638297e+00 -8.894459417795323730e-02
1.316571654176037942e+00 8.678916162766887599e-01 1.985242336388445272e-01
2.133596824243699785e+00 1.759128579725338648e+00 1.843924365646718022e-01
2.605365803968286098e+00 1.500310329333420567e+00 -4.959117455192969814e-02
1.942346398292118970e+00 1.155327948486311707e+00 3.089423013804131202e-01
2.557437373976702677e+00 8.235723608830149978e-01 7.459862195880578861e-02
2.250852947648386504e+00 1.698196804447241526e+00 -3.314780940156807354e-01
3.134834833007484001e+00 8.808962081387936571e-01 1.724842632748657678e-01
2.621825187766139376e+00 6.522778874207757482e-01 -2.292509605809839313e-01
1.848669970975009846e+00 1.348816412121213393e+00 5.056096466067868667e-01
2.460721553267293693e+00 1.235000058256805699e+00 8.057138081568663290e-01
3.033203955890337422e+00 1.484379779137695810e+00 7.423100650451308624e-01
2.401435794181798755e+00 1.646272401319295753e+00 4.903484118457317464e-01
2.598158305438363236e+00 1.264817724267676358e+00 8.469528898779840054e-01
2.795914069430880833e+00 8.658458164087503572e-01 6.628964247706053969e-01
2.520216133647538825e+00 2.043921719098219292e+00 -1.698917166153506852e-01
2.927199268399546028e+00 2.181940722892367734e+00 2.290899823986239370e-01
1.952916689101367176e+00 1.126568778538670657e+00 1.297815291383765945e-01
3.010036134172474842e+00 1.006063013137174167e+00 -3.211147240146640658e-01
3.163197316265387471e+00 8.931574177915519996e-01 4.157721698487888418e-01
2.432481637562471821e+00 8.074239897813206834e-01 3.045869210786114611e-01
2.568868998785760027e+00 1.247662974111980239e+00 4.550846825523867656e-01
2.232009599769163355e+00 1.248934251140334073e+00 -7.637037567794699444e-03
2.714393569100796544e+00 1.063338477701971652e+00 2.943060567056231536e-01
3.174516720697746486e+00 1.524447015809433204e+00 -1.025696041010846354e-01
2.771797687848432279e+00 1.081566576125088552e+00 -1.772945829174317756e-01
2.212582592002735993e+00 1.061243302730602522e+00 -1.158972226613868423e-01
1.809633982681464914e+00 1.593342096470103053e+00 5.615751451826065388e-01
2.816796355429513010e+00 7.365742674295787662e-01 -2.586842070340851507e-02
2.344466224685568978e+00 2.271719952566633616e+00 1.028609516206187013e-01
2.240534763697243914e+00 1.463116096376070319e+00 -2.028042160799796712e-01
2.782832597338750880e+00 1.679443139108753869e+00 7.883107466995881163e-02
2.114864950600734428e+00 1.777275490783573275e+00 4.619031401576560447e-01
2.304146874004969980e+00 1.560743783898943304e+00 -1.829577328800983671e-01
1.981174484404113034e+00 1.190428312455922955e+00 1.802642889669987536e-01
2.992580732015591494e+00 1.914585718858690111e+00 -1.306894178677925344e-02
